SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
06-Jan-23,11,19373,24098,18690,3519,6545,0,13080,0,1290,-687,225,165,-350,-48,-406,-494,-850
06-Jan-23,12,20225,24654,19527,3519,6545,0,13080,0,1175,-660,258,192,-312,-10,-422,-413,-837
06-Jan-23,13,22760,25815,21867,3487,6545,0,13080,0,664,-961,315,346,-347,0,208,-37,-446
06-Jan-23,14,24900,27232,23897,3454,6545,0,13080,0,26,-956,320,364,-288,-81,258,43,-381
06-Jan-23,15,27715,28943,26429,3432,6545,0,13080,0,14,224,287,849,-382,-232,345,413,738
06-Jan-23,16,29658,31109,28256,3409,6545,0,13080,0,17,956,290,887,-450,-384,352,491,851
06-Jan-23,17,31003,32581,29418,3386,6545,7,13080,0,15,956,673,372,-450,-513,707,860,896
06-Jan-23,18,31673,33263,29989,3363,6545,295,13080,0,12,956,713,327,-450,-528,733,924,902
06-Jan-23,19,32327,33917,30524,3309,6545,834,13080,0,12,998,963,9,-450,-528,962,1073,990
06-Jan-23,20,32390,33978,30512,3254,6545,1289,13080,0,10,1000,986,0,-450,-528,979,1095,998
06-Jan-23,21,32346,33932,30416,3217,6545,1732,13080,0,8,1000,889,624,-450,-528,979,1095,963
06-Jan-23,22,32165,33734,30225,3179,6545,2226,13080,0,7,1000,874,782,-450,-512,979,1095,960
06-Jan-23,23,31994,33435,30035,3143,6545,2169,13080,0,7,1000,540,960,-450,-384,998,1095,996
06-Jan-23,24,31974,33308,30004,3107,6545,2396,13080,0,7,1000,515,972,-429,-298,999,1095,998
06-Jan-23,25,32502,33569,30393,3012,6545,2430,13080,0,6,1000,951,959,-309,-152,999,1095,998
06-Jan-23,26,32518,33516,30299,2917,6545,1934,13080,0,7,999,990,957,-327,-64,999,1095,998
06-Jan-23,27,32522,33369,30207,2763,6545,1786,13080,0,4,1001,893,493,-199,-44,822,1095,999
06-Jan-23,28,32341,33078,29962,2609,6545,1544,13080,0,6,1001,886,457,-56,-75,809,1095,999
06-Jan-23,29,32587,33194,30100,2470,6545,943,13080,0,7,1000,983,630,63,57,849,1095,999
06-Jan-23,30,32812,33417,30189,2330,6545,553,13080,0,5,998,988,643,133,14,851,1072,999
06-Jan-23,31,33410,34012,30638,2288,6545,235,13080,0,2,908,748,763,117,0,882,703,999
06-Jan-23,32,34347,34949,31379,2245,6545,31,13080,0,2,900,728,776,148,0,884,671,999
06-Jan-23,33,35686,36288,32535,2291,6545,0,13080,0,2,985,967,954,218,0,1006,1040,999
06-Jan-23,34,36868,37470,33660,2337,6545,0,13080,0,2,998,989,975,174,0,1014,1095,999
06-Jan-23,35,37247,37849,33927,2379,6545,0,13080,0,2,769,947,1000,103,0,1019,1095,998
06-Jan-23,36,37092,37694,33817,2421,6545,0,13080,0,2,746,942,1002,26,0,1019,1095,995
06-Jan-23,37,36464,37065,33341,2485,6545,0,13080,0,1,408,804,943,121,0,954,1095,806
06-Jan-23,38,35674,36276,32635,2548,6545,0,13080,0,2,381,792,942,50,0,949,1095,792
06-Jan-23,39,34542,35149,31655,2661,6545,0,13080,0,7,418,824,970,129,0,886,1095,958
06-Jan-23,40,32817,33423,30088,2773,6545,0,13080,0,6,421,829,973,87,0,881,1095,974
06-Jan-23,41,31428,32053,28800,2881,6545,0,13080,0,7,402,929,1001,-18,0,986,1095,951
06-Jan-23,42,30059,30793,27621,2988,6545,0,13080,0,10,400,929,1002,-124,0,989,1095,948
06-Jan-23,43,28359,29323,26040,3119,6545,0,13080,0,125,759,345,873,-239,0,319,1095,847
06-Jan-23,44,26888,27899,24752,3249,6545,0,13080,0,126,847,278,794,-227,-58,265,1073,832
06-Jan-23,45,25120,27036,23168,3368,6545,0,13080,0,41,600,-488,8,-358,-209,-220,723,565
06-Jan-23,46,23670,26223,21952,3487,6545,0,13080,0,326,577,-563,0,-449,-360,-255,647,538
06-Jan-23,47,21779,26115,20257,3563,6545,0,13080,0,755,246,-717,-629,-450,-500,-685,277,339
06-Jan-23,48,20970,25699,19631,3638,6545,0,13080,0,911,215,-735,-789,-450,-527,-717,210,322
07-Jan-23,1,20474,25961,19237,3702,6545,0,13080,0,1218,-34,-998,-815,-451,-527,-844,17,344
07-Jan-23,2,21168,26669,19903,3765,6545,0,13080,0,1168,-34,-1022,-816,-451,-527,-853,-30,349
07-Jan-23,3,20765,26842,19563,3787,6545,0,13080,0,1152,-25,-1018,-1001,-451,-527,-1010,-293,475
07-Jan-23,4,20063,26281,18934,3809,6545,0,13080,0,1204,-34,-1017,-1008,-451,-527,-1021,-356,486
07-Jan-23,5,19397,26021,18361,3818,6545,0,13080,0,1252,109,-1025,-1011,-451,-527,-1021,-737,486
07-Jan-23,6,18850,25520,17935,3826,6545,0,13080,0,1255,132,-1025,-1010,-425,-527,-1021,-807,483
07-Jan-23,7,18476,25144,17432,3802,6545,0,13080,0,1246,61,-1025,-910,-351,-527,-996,-1013,346
07-Jan-23,8,18121,24802,16921,3778,6545,0,13080,0,1237,54,-1025,-903,-351,-527,-994,-1044,334
07-Jan-23,9,17775,24549,16489,3698,6545,0,13080,0,1229,-108,-1025,-921,-351,-485,-1011,-1044,332
07-Jan-23,10,17652,24285,16336,3618,6545,0,13080,0,1223,-110,-1023,-923,-351,-366,-1010,-1027,315
07-Jan-23,11,18020,23659,16598,3504,6545,0,13080,0,1141,-4,-901,-654,-362,-214,-399,-756,-608
07-Jan-23,12,18364,23820,16824,3389,6545,0,13080,0,1156,4,-880,-616,-314,-157,-352,-692,-689
07-Jan-23,13,19481,23286,17824,3293,6545,0,13080,0,1149,232,-360,-615,-164,-81,6,-312,-524
07-Jan-23,14,20357,23445,18651,3197,6545,0,13080,0,796,247,-312,-615,-31,32,33,-232,-502
07-Jan-23,15,21835,23788,19946,3097,6545,0,13080,0,315,749,-385,-519,-62,-29,557,142,-43
07-Jan-23,16,22664,24156,20599,2996,6545,0,13080,0,16,795,-379,-497,0,40,596,222,5
07-Jan-23,17,24573,25285,22271,2924,6545,0,13080,0,112,988,438,268,50,6,972,592,355
07-Jan-23,18,25855,26467,23439,2852,6545,9,13080,0,12,1004,520,317,192,85,999,671,396
07-Jan-23,19,27076,27688,24610,2815,6545,59,13080,0,12,1005,951,949,185,11,999,1040,948
07-Jan-23,20,27855,28457,25312,2778,6545,139,13080,0,2,1005,992,1001,285,0,999,1095,998
07-Jan-23,21,28467,29069,25866,2827,6545,315,13080,0,2,1005,991,1002,334,0,999,1095,998
07-Jan-23,22,28760,29362,26153,2875,6545,499,13080,0,2,1005,991,1002,399,9,999,1095,998
07-Jan-23,23,29125,29731,26583,2919,6545,726,13080,0,6,1005,991,1002,399,128,999,1095,997
07-Jan-23,24,29269,29877,26814,2963,6545,1162,13080,0,8,1005,991,1002,399,279,999,1095,998
07-Jan-23,25,29371,29983,27013,3013,6545,1432,13080,0,12,1005,991,1002,399,426,999,1095,997
07-Jan-23,26,29143,29953,26933,3063,6545,1492,13080,0,210,1005,992,1002,399,421,999,1095,998
07-Jan-23,27,28770,29532,26745,3073,6545,1636,13080,0,162,1005,992,1002,400,495,999,1095,997
07-Jan-23,28,28642,29467,26597,3083,6545,1465,13080,0,225,1005,991,1002,400,504,999,1095,997
07-Jan-23,29,28445,29177,26462,3098,6545,949,13080,0,132,1005,956,878,400,469,999,1095,998
07-Jan-23,30,28416,29033,26448,3113,6545,605,13080,0,17,1005,953,874,400,351,999,1095,998
07-Jan-23,31,28823,29437,26929,3112,6545,295,13080,0,14,1005,988,970,400,425,994,1095,997
07-Jan-23,32,29349,29955,27532,3110,6545,52,13080,0,6,1005,989,977,400,380,994,1095,997
07-Jan-23,33,30457,31061,28530,3239,6545,0,13080,0,4,1005,858,829,400,342,979,1095,997
07-Jan-23,34,32197,32798,30014,3367,6545,0,13080,0,1,1004,848,824,400,281,977,1095,997
07-Jan-23,35,33260,33860,31035,3489,6545,0,13080,0,0,1006,979,996,399,276,1016,1095,997
07-Jan-23,36,33447,34047,31323,3611,6545,0,13080,0,0,1002,991,1001,399,262,1019,1095,997
07-Jan-23,37,32887,33488,30957,3690,6545,0,13080,0,1,999,969,1003,399,120,1019,1095,997
07-Jan-23,38,31923,32526,30135,3768,6545,0,13080,0,3,999,967,1003,319,112,1019,1084,995
07-Jan-23,39,30686,31297,29027,3788,6545,0,13080,0,11,1255,901,932,172,16,1019,900,864
07-Jan-23,40,29411,30029,27878,3808,6545,0,13080,0,18,1279,887,913,176,0,1019,849,849
07-Jan-23,41,28002,28619,26550,3843,6545,0,13080,0,17,273,401,524,305,47,736,478,680
07-Jan-23,42,27236,27887,25903,3878,6545,0,13080,0,20,158,348,506,247,-31,708,400,662
07-Jan-23,43,25836,27994,24411,3903,6545,0,13080,0,11,-843,-111,-544,334,30,-49,27,536
07-Jan-23,44,24878,27449,23609,3928,6545,0,13080,0,19,-949,-158,-678,275,66,-114,-53,521
07-Jan-23,45,23294,27583,22130,3943,6545,0,13080,0,194,-1258,-436,-798,371,216,-576,-427,324
07-Jan-23,46,22649,27614,21544,3957,6545,0,13080,0,692,-1283,-468,-806,399,323,-609,-507,293
07-Jan-23,47,21286,27305,20336,3978,6545,0,13080,0,1257,-1130,-855,-296,337,314,-492,-890,-499
07-Jan-23,48,20635,26785,19754,3999,6545,0,13080,0,1289,-1116,-890,-255,187,165,-484,-946,-570
08-Jan-23,1,20573,26574,19745,3980,6545,0,13080,0,1332,-1073,-822,-243,195,20,-428,-932,-571
08-Jan-23,2,21360,27198,20312,3960,6545,0,13080,0,1179,-1070,-815,-242,334,45,-424,-936,-572
08-Jan-23,3,20932,27028,20018,3891,6545,0,13080,0,1268,-1275,-766,-110,319,3,-475,-1030,-572
08-Jan-23,4,20337,26519,19438,3821,6545,0,13080,0,1267,-1292,-762,-104,268,-58,-479,-1044,-576
08-Jan-23,5,19959,27076,19093,3735,6545,0,13080,0,1317,-1450,-773,-328,381,-172,-597,-1044,-836
08-Jan-23,6,19476,26764,18624,3649,6545,0,13080,0,1299,-1462,-776,-358,389,-286,-606,-1044,-857
08-Jan-23,7,18964,26172,18218,3538,6545,0,13080,0,1246,-1186,-893,-733,399,-211,-588,-1044,-707
08-Jan-23,8,18500,25848,17717,3427,6545,0,13080,0,1295,-1163,-903,-761,400,-302,-587,-1044,-693
08-Jan-23,9,18243,25691,17485,3322,6545,0,13080,0,1223,-1222,-857,-779,400,-233,-796,-1044,-694
08-Jan-23,10,18153,25503,17426,3216,6545,0,13080,0,1071,-1227,-853,-779,400,-270,-811,-1044,-695
08-Jan-23,11,18396,25274,17621,3197,6545,0,13080,0,1206,-1240,-894,-453,400,-265,-392,-1044,-784
08-Jan-23,12,18573,25273,17728,3178,6545,0,13080,0,1139,-1242,-900,-432,390,-186,-362,-1044,-795
08-Jan-23,13,19362,26712,18542,3182,6545,0,13080,0,1153,-1375,-1015,-748,303,-200,-300,-1044,-915
08-Jan-23,14,20003,27167,19144,3185,6545,0,13080,0,1102,-1381,-1015,-754,386,-59,-296,-1044,-913
08-Jan-23,15,20816,25654,19979,3191,6545,0,13080,0,765,-932,-356,-766,348,0,-211,-1044,-164
08-Jan-23,16,21410,25576,20551,3197,6545,0,13080,0,346,-889,-289,-717,288,57,-204,-1028,-93
08-Jan-23,17,22726,25041,21774,3222,6545,6,13080,0,551,-393,125,85,162,30,257,-771,184
08-Jan-23,18,23619,25464,22599,3246,6545,263,13080,0,198,-338,168,103,224,117,291,-709,215
08-Jan-23,19,25236,26218,24038,3273,6545,749,13080,0,53,297,395,427,119,27,373,-329,663
08-Jan-23,20,25982,26849,24607,3299,6545,1203,13080,0,18,360,418,478,6,0,379,-249,706
08-Jan-23,21,27079,27806,25661,3374,6545,1440,13080,0,16,966,553,413,-63,-48,597,126,884
08-Jan-23,22,27729,28566,26243,3449,6545,1184,13080,0,9,1017,568,409,-214,-14,613,205,901
08-Jan-23,23,28528,29598,26924,3490,6545,1496,13080,0,11,786,764,559,-352,-107,542,575,990
08-Jan-23,24,29281,30395,27546,3531,6545,1288,13080,0,8,769,784,576,-313,-193,536,653,998
08-Jan-23,25,29889,31246,28046,3570,6545,1343,13080,0,10,936,879,903,-409,-338,624,1023,998
08-Jan-23,26,30068,31387,28117,3608,6545,1239,13080,0,12,959,889,927,-345,-362,630,1080,998
08-Jan-23,27,30480,31888,28546,3544,6545,1114,13080,0,63,1458,983,1000,-383,-362,974,1094,997
08-Jan-23,28,30593,31979,28633,3479,6545,916,13080,0,5,1502,992,1003,-415,-366,999,1095,997
08-Jan-23,29,31023,32321,28969,3334,6545,826,13080,0,4,1502,992,1002,-424,-270,999,1095,997
08-Jan-23,30,31299,32501,29146,3188,6545,539,13080,0,10,1502,991,1002,-375,-217,999,1095,997
08-Jan-23,31,31939,33190,29659,3029,6545,281,13080,0,6,1502,992,1002,-322,-323,999,1095,997
08-Jan-23,32,33001,34094,30574,2870,6545,95,13080,0,4,1502,992,1002,-268,-221,999,1095,997
08-Jan-23,33,34457,35681,31868,2789,6545,1,13080,0,3,1502,992,1002,-391,-230,1018,1095,997
08-Jan-23,34,36384,37420,33577,2707,6545,0,13080,0,3,1502,992,1002,-333,-100,1019,1095,997
08-Jan-23,35,37209,38310,34119,2673,6545,0,13080,0,2,1502,991,1002,-423,-76,1019,1095,997
08-Jan-23,36,36978,38098,33810,2638,6545,0,13080,0,2,1502,991,1002,-445,-73,1019,1095,997
08-Jan-23,37,36436,37385,33295,2525,6545,0,13080,0,2,1502,991,1003,-346,-1,1019,1095,997
08-Jan-23,38,35627,36577,32516,2412,6545,0,13080,0,2,1502,992,1003,-316,-32,1019,1095,997
08-Jan-23,39,34680,35480,31657,2358,6545,0,13080,0,7,1502,991,1002,-193,32,1019,1095,997
08-Jan-23,40,33417,34280,30475,2303,6545,0,13080,0,7,1502,992,1002,-256,1,1019,1095,997
08-Jan-23,41,32620,33382,29741,2279,6545,0,13080,0,6,1502,992,1002,-156,0,1019,1095,998
08-Jan-23,42,31344,32067,28585,2254,6545,0,13080,0,6,1502,992,1002,-84,-33,1019,1095,998
08-Jan-23,43,29833,30446,27151,2267,6545,0,13080,0,13,1502,992,1002,34,29,1001,1095,998
08-Jan-23,44,28061,28796,25696,2280,6545,0,13080,0,22,1497,992,1003,-63,-50,1000,1072,996
08-Jan-23,45,26428,27297,24352,2255,6545,0,13080,0,40,1147,988,979,-214,-15,907,703,909
08-Jan-23,46,25273,26551,23194,2230,6545,0,13080,0,322,1115,980,975,-322,-34,900,634,903
08-Jan-23,47,23537,25079,21614,2223,6545,0,13080,0,629,881,513,474,-313,11,437,414,974
08-Jan-23,48,22402,24198,20647,2215,6545,0,13080,0,974,862,472,433,-222,6,402,389,980
09-Jan-23,1,22201,24067,20543,2248,6545,0,13080,0,1180,645,655,607,-86,7,462,508,913
09-Jan-23,2,22694,24463,21049,2280,6545,0,13080,0,1169,630,671,619,28,90,466,515,908
09-Jan-23,3,22429,24201,20798,2253,6545,0,13080,0,1172,876,644,798,79,11,722,343,991
09-Jan-23,4,21788,23614,20159,2226,6545,0,13080,0,1176,894,642,810,-1,-49,741,304,998
09-Jan-23,5,21206,22939,19640,2229,6545,0,13080,0,1122,808,713,706,63,-11,423,90,983
09-Jan-23,6,20876,22692,19300,2232,6545,0,13080,0,1216,796,715,674,90,0,400,48,978
09-Jan-23,7,20480,22367,18916,2257,6545,0,13080,0,1161,473,465,111,159,0,509,-126,787
09-Jan-23,8,20196,22157,18615,2282,6545,0,13080,0,1205,440,439,102,106,0,517,-156,769
09-Jan-23,9,19945,22253,18410,2311,6545,0,13080,0,1191,-136,245,-143,217,3,168,-238,703
09-Jan-23,10,20110,22492,18607,2340,6545,0,13080,0,1189,-188,226,-165,200,0,142,-240,692
09-Jan-23,11,20851,23170,19296,2402,6545,0,13080,0,553,-338,127,-439,321,17,-311,-78,402
09-Jan-23,12,22072,24266,20411,2463,6545,0,13080,0,405,-337,118,-467,400,124,-344,-41,379
09-Jan-23,13,25099,25755,23221,2491,6545,0,13080,0,56,498,121,253,373,50,114,170,567
09-Jan-23,14,27605,28221,25574,2519,6545,0,13080,0,16,586,134,295,235,119,149,223,587
09-Jan-23,15,30920,31591,28582,2584,6545,0,13080,0,71,1352,912,465,87,28,713,595,789
09-Jan-23,16,32892,33537,30340,2648,6545,0,13080,0,9,1419,984,485,-36,0,756,673,810
09-Jan-23,17,34109,34721,31416,2712,6545,4,13080,0,12,1496,991,965,62,0,971,1041,964
09-Jan-23,18,34703,35315,32008,2775,6545,221,13080,0,12,1502,991,985,151,43,987,1095,977
09-Jan-23,19,35249,35861,32521,2876,6545,728,13080,0,12,1503,992,541,29,2,891,1095,978
09-Jan-23,20,35270,35893,32514,2976,6545,1373,13080,0,14,1503,991,518,-9,0,883,1082,979
09-Jan-23,21,34796,35663,32083,3080,6545,1767,13080,0,9,1503,992,-258,51,0,980,879,996
09-Jan-23,22,34221,35186,31537,3184,6545,2390,13080,0,6,1503,991,-306,-53,0,986,828,998
09-Jan-23,23,33892,35112,31075,3299,6545,2936,13080,0,6,1503,992,-614,12,65,879,505,998
09-Jan-23,24,33321,34547,30578,3413,6545,3103,13080,0,7,1503,991,-619,162,144,872,445,998
09-Jan-23,25,33239,34125,30479,3458,6545,2844,13080,0,7,1503,975,-274,312,47,829,261,998
09-Jan-23,26,33172,34042,30499,3502,6545,2835,13080,0,7,1503,973,-247,399,0,826,238,997
09-Jan-23,27,33445,34052,30721,3467,6545,2496,13080,0,7,1470,895,196,400,69,751,305,953
09-Jan-23,28,33558,34165,30779,3431,6545,1889,13080,0,7,1468,888,228,400,101,746,316,950
09-Jan-23,29,33638,34244,30905,3345,6545,1561,13080,0,6,1498,922,8,374,70,874,329,994
09-Jan-23,30,34014,34622,31245,3258,6545,979,13080,0,8,1501,927,0,237,57,884,325,998
09-Jan-23,31,34769,35420,31985,3218,6545,533,13080,0,2,1504,986,455,87,-49,531,234,975
09-Jan-23,32,35866,36532,33030,3177,6545,133,13080,0,5,1504,992,542,-38,-23,505,244,972
09-Jan-23,33,37168,38094,34189,3197,6545,1,13080,0,6,1503,992,718,-184,-136,730,615,939
09-Jan-23,34,38693,39874,35582,3216,6545,42,13080,0,2,1502,991,741,-292,-287,746,692,936
09-Jan-23,35,39215,40681,36154,3244,6545,21,13080,0,2,1502,992,999,-425,-439,1001,1043,992
09-Jan-23,36,39462,41041,36396,3271,6545,0,13080,0,2,1502,991,1003,-450,-527,1019,1095,997
09-Jan-23,37,39235,40813,36284,3238,6545,0,13080,0,1,1502,992,816,-450,-527,1020,1095,997
09-Jan-23,38,38262,39844,35391,3204,6545,0,13080,0,5,1502,991,809,-450,-527,1019,1095,997
09-Jan-23,39,37512,39100,34662,3180,6545,0,13080,0,10,1502,992,829,-450,-528,1008,1095,988
09-Jan-23,40,36170,37757,33390,3155,6545,0,13080,0,9,1502,992,831,-450,-528,1007,1095,988
09-Jan-23,41,34796,36384,32158,3061,6545,0,13080,0,10,1502,991,996,-450,-528,1018,1095,996
09-Jan-23,42,33394,34987,30953,2966,6545,0,13080,0,14,1502,991,1003,-450,-529,1019,1095,997
09-Jan-23,43,31870,33463,29535,2850,6545,0,13080,0,16,1502,942,1003,-450,-527,963,1095,966
09-Jan-23,44,30348,32022,28136,2733,6545,0,13080,0,96,1500,931,901,-450,-528,957,1072,962
09-Jan-23,45,28369,30216,26335,2610,6545,0,13080,0,181,1112,532,-87,-450,-529,447,702,883
09-Jan-23,46,26861,28592,24859,2486,6545,0,13080,0,49,1081,497,-104,-450,-528,409,624,873
09-Jan-23,47,25174,27122,23291,2362,6545,0,13080,0,425,1030,614,-6,-450,-467,318,253,732
09-Jan-23,48,24194,26525,22345,2238,6545,0,13080,0,871,1027,622,0,-450,-410,311,199,720
10-Jan-23,1,24003,26441,22244,2208,6545,0,13080,0,1206,927,376,0,-364,-268,526,208,773
10-Jan-23,2,24785,26742,23013,2178,6545,0,13080,0,1026,920,354,0,-215,-116,542,232,779
10-Jan-23,3,24639,26555,22824,2144,6545,0,13080,0,1246,918,356,0,-70,9,440,602,765
10-Jan-23,4,24114,25932,22305,2109,6545,0,13080,0,1152,918,355,0,-66,141,433,654,764
10-Jan-23,5,23722,25559,21956,2088,6545,0,13080,0,1237,875,261,283,42,287,596,603,806
10-Jan-23,6,23138,24968,21431,2067,6545,0,13080,0,1230,869,252,321,115,328,607,592,810
10-Jan-23,7,22520,24282,20830,2096,6545,0,13080,0,1162,570,260,8,264,328,504,534,808
10-Jan-23,8,22139,23899,20425,2124,6545,0,13080,0,1160,544,258,0,328,328,496,527,806
10-Jan-23,9,21892,23807,20160,2162,6545,0,13080,0,1220,282,116,-95,395,328,305,538,691
10-Jan-23,10,21856,23775,20088,2199,6545,0,13080,0,1215,261,103,-104,330,339,291,563,675
10-Jan-23,11,22551,24088,20722,2270,6545,0,13080,0,808,235,98,-129,393,473,72,933,361
10-Jan-23,12,23614,24796,21680,2340,6545,0,13080,0,451,235,101,-131,400,492,55,993,332
10-Jan-23,13,26282,27153,24172,2470,6545,0,13080,0,149,489,321,-6,373,370,-116,1083,256
10-Jan-23,14,28799,29542,26571,2600,6545,0,13080,0,14,512,346,0,399,267,-129,1095,254
10-Jan-23,15,31522,32571,29094,2768,6545,0,13080,0,4,937,649,-423,399,353,-22,1095,549
10-Jan-23,16,32927,34031,30434,2935,6545,0,13080,0,5,975,681,-486,399,252,-13,1095,579
10-Jan-23,17,34596,35210,32080,3104,6545,0,13080,0,6,1288,916,-8,336,204,511,1095,823
10-Jan-23,18,35245,35851,32744,3273,6545,6,13080,0,6,1317,939,0,187,158,551,1085,846
10-Jan-23,19,36361,36967,33808,3513,6545,18,13080,0,6,1487,987,654,42,23,961,921,939
10-Jan-23,20,36802,37408,34248,3752,6545,49,13080,0,6,1502,992,828,0,0,991,899,948
10-Jan-23,21,36899,37573,34310,3840,6545,111,13080,0,9,1502,992,912,-43,-22,952,923,901
10-Jan-23,22,37098,37747,34505,3928,6545,178,13080,0,7,1502,991,919,-42,0,949,935,898
10-Jan-23,23,36944,37560,34327,3952,6545,229,13080,0,6,1462,991,987,-10,19,975,1075,960
10-Jan-23,24,36902,37514,34247,3976,6545,296,13080,0,12,1459,991,993,0,1,977,1095,965
10-Jan-23,25,37081,37691,34377,3943,6545,356,13080,0,10,1499,977,987,38,0,969,1095,952
10-Jan-23,26,36946,37552,34195,3909,6545,366,13080,0,6,1502,976,987,119,0,969,1095,951
10-Jan-23,27,36688,37294,33979,3912,6545,340,13080,0,6,1502,991,1002,76,61,997,1095,994
10-Jan-23,28,36174,36780,33507,3915,6545,298,13080,0,6,1502,991,1003,114,103,999,1095,998
10-Jan-23,29,35919,36529,33324,3929,6545,222,13080,0,10,1503,992,957,255,104,999,1095,998
10-Jan-23,30,35571,36182,33042,3942,6545,132,13080,0,11,1503,989,953,201,103,999,1088,998
10-Jan-23,31,35270,35877,32738,4057,6545,50,13080,0,7,1287,826,979,148,44,983,971,999
10-Jan-23,32,35977,36583,33477,4171,6545,5,13080,0,6,1271,814,980,65,0,982,961,999
10-Jan-23,33,37219,37825,34652,4255,6545,0,13080,0,6,1470,954,1002,0,0,1016,1078,998
10-Jan-23,34,38126,38854,35437,4338,6545,0,13080,0,3,1486,968,1003,-67,-58,1019,1095,998
10-Jan-23,35,38428,39409,35668,4495,6545,0,13080,0,0,1503,990,1003,-172,-209,1019,1095,998
10-Jan-23,36,38374,39490,35618,4652,6545,0,13080,0,1,1502,992,1003,-160,-355,1019,1095,997
10-Jan-23,37,37750,38928,35128,4614,6545,0,13080,0,3,1502,990,1004,-270,-305,1020,1095,995
10-Jan-23,38,36901,38008,34364,4575,6545,0,13080,0,4,1501,990,1003,-214,-289,1019,1095,994
10-Jan-23,39,35860,36780,33504,4521,6545,0,13080,0,10,1502,992,1003,-156,-154,1019,1095,997
10-Jan-23,40,34555,35420,32368,4466,6545,0,13080,0,12,1501,992,1003,-113,-140,1019,1095,997
10-Jan-23,41,33191,34390,31157,4365,6545,0,13080,0,47,1464,992,996,-260,-292,919,1095,997
10-Jan-23,42,31848,33690,29904,4263,6545,0,13080,0,412,1413,984,995,-407,-423,912,1072,992
10-Jan-23,43,29829,31255,28184,4175,6545,0,13080,0,67,105,471,506,-400,-359,723,702,648
10-Jan-23,44,28084,30093,26635,4086,6545,0,13080,0,518,-74,417,456,-384,-433,710,624,617
10-Jan-23,45,26077,28848,24812,4023,6545,0,13080,0,489,-1108,60,8,-241,-333,332,253,592
10-Jan-23,46,24753,28147,23583,3959,6545,0,13080,0,1158,-1209,15,0,-247,-180,290,175,577
10-Jan-23,47,22901,28042,21848,3953,6545,0,13080,0,865,-1319,-695,-332,-209,-61,-630,-200,-230
10-Jan-23,48,22035,27983,21089,3946,6545,0,13080,0,1306,-1329,-761,-383,-125,-151,-713,-278,-302
11-Jan-23,1,21668,27566,20711,3938,6545,0,13080,0,1305,-1469,-705,-314,-255,-68,-260,-659,-263
11-Jan-23,2,22138,27979,21290,3930,6545,0,13080,0,1337,-1473,-697,-293,-219,65,-227,-732,-263
11-Jan-23,3,22023,26993,21258,3857,6545,0,13080,0,1336,-816,-523,136,-245,217,83,-1004,-446
11-Jan-23,4,21339,26400,20647,3783,6545,0,13080,0,1323,-759,-508,140,-367,278,105,-1044,-460
11-Jan-23,5,20625,26676,20007,3754,6545,0,13080,0,1317,-1342,-602,-89,-265,228,-443,-1044,-349
11-Jan-23,6,20346,26383,19685,3725,6545,0,13080,0,1302,-1387,-610,-104,-163,86,-484,-1044,-343
11-Jan-23,7,19985,26122,19332,3713,6545,0,13080,0,1219,-880,-551,-711,-45,129,-528,-1044,-559
11-Jan-23,8,19683,26049,19067,3700,6545,0,13080,0,1286,-840,-548,-830,-119,175,-531,-1033,-579
11-Jan-23,9,19617,26278,19022,3699,6545,0,13080,0,1238,-1285,-709,-639,-27,233,-701,-849,-613
11-Jan-23,10,19619,26281,19058,3698,6545,0,13080,0,1282,-1321,-723,-615,63,169,-713,-797,-611
11-Jan-23,11,20293,25797,19624,3732,6545,0,13080,0,909,-1253,-740,-597,213,287,-697,-416,-292
11-Jan-23,12,21345,26210,20564,3766,6545,0,13080,0,398,-1248,-734,-595,347,249,-691,-337,-262
11-Jan-23,13,24286,26095,23254,3793,6545,0,13080,0,12,-636,-238,-200,266,101,-28,39,-95
11-Jan-23,14,26586,28130,25448,3820,6545,0,13080,0,9,-515,-180,-170,156,75,26,118,-70
11-Jan-23,15,29825,30436,28332,3865,6545,0,13080,0,11,791,560,357,25,1,601,489,517
11-Jan-23,16,31735,32417,29890,3910,6545,0,13080,0,14,964,639,424,-68,7,646,573,578
11-Jan-23,17,33307,34199,31299,3973,6545,8,13080,0,77,1470,969,347,-215,117,951,946,891
11-Jan-23,18,33409,34279,31468,4036,6545,243,13080,0,12,1506,992,352,-258,75,963,999,912
11-Jan-23,19,33674,34682,31703,4104,6545,973,13080,0,10,1505,992,957,-398,0,979,1085,919
11-Jan-23,20,33380,34479,31329,4172,6545,1833,13080,0,7,1505,992,990,-450,-42,979,1095,921
11-Jan-23,21,32822,33948,30655,4208,6545,2412,13080,0,7,1459,992,956,-388,-131,846,1095,993
11-Jan-23,22,32476,33697,30282,4243,6545,3032,13080,0,7,1457,990,954,-350,-264,841,1095,997
